player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,nationality,tm_position,tm_photo,fl_pos,fl_pos2,fl_group,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes
James Tarkowski,Everton,DF,32,3330,0.05,0.08,0.54,0.27,0.189,0.784,0.811,0.865,0.946,0.054,5000000.0,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/173504-1655979328.jpg?lm=1,CB,,CB,james tarkowski,2028-06-30,173504.0,2026-07-09T08:40:04,2022-07-02,,0.078,0.078,0.056,0.486,0.541,0.184,2,3,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,7.15,80.63,41.15,28.57,50.0,56.86,69.67,64.93,67.83,0.5135135135135135,0.054054054054054,6.54054054054054,0.1621621621621621,1.4054054054054057,0.8648648648648649,2.3783783783783785,3.972972972972973,0.7837837837837838,2.351351351351352,0.2162162162162162,0.081081081081081,0.1081081081081081,4.081081081081081,0.0,11.0,0.0,0.0,0.0,0.0,37.0,3330.0
Jarrad Branthwaite,Everton,DF,23,680,0.13,0.0,0.79,0.26,0.395,1.447,0.789,0.395,0.132,0.132,40000000.0,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/661053-1687975679.jpg?lm=1,CB,,CB,jarrad branthwaite,2030-06-30,661053.0,2026-07-09T08:40:04,2020-01-13,,0.041,0.041,0.049,0.396,0.792,0.17,1,0,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,7.01,83.76,53.85,0.0,0.0,38.46,78.95,53.85,68.75,0.3918722786647314,0.1306240928882438,5.355587808417996,0.1306240928882438,0.2612481857764877,1.436865021770682,3.788098693759071,3.918722786647314,0.6531204644412192,1.8287373004354133,0.2612481857764877,0.0,0.0,8.621190130624093,0.0,0.0,0.0,0.0,0.0,0.0,10.0,689.0
Jordan Pickford,Everton,GK,31,3420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,England,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/130164-1668499964.jpg?lm=1,GK,,GK,jordan pickford,2029-06-30,130164.0,2026-07-09T08:40:04,2017-07-01,,0.0,0.0,0.006,0.053,0.0,0.082,0,0,67.6,28.9,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,7.01,61.57,39.74,0.0,0.0,50.0,71.43,80.0,76.47,0.0526315789473684,0.0263157894736842,1.368421052631579,0.0,0.0,0.0,8.18421052631579,0.131578947368421,0.0263157894736842,0.2105263157894736,0.0789473684210526,0.0,0.0,3.9210526315789473,2.631578947368421,11.0,0.3684210526315789,0.9210526315789472,0.4736842105263157,0.0,38.0,3420.0
Kiernan Dewsbury-Hall,Everton,MF,26,2626,0.27,0.14,1.34,0.51,3.836,0.479,0.89,1.096,1.644,0.068,35000000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/475188-1774470020.jpg?lm=1,BX,,CM,kiernan dewsbury-hall,2030-06-30,475188.0,2026-07-09T08:40:04,2025-08-06,,0.147,0.147,0.223,1.223,1.325,0.485,8,4,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,7.16,82.46,34.33,18.75,54.0,48.08,45.65,51.43,50.52,1.2637571157495255,0.3415559772296015,0.9563567362428842,0.3757115749525616,0.1366223908918406,0.4098671726755218,4.576850094876661,0.7172675521821632,0.8538899430740038,4.303605313092979,0.0341555977229601,0.7172675521821632,0.922201138519924,12.569259962049337,0.0,5.0,0.0,0.0,0.0,0.0,31.0,2635.0
Merlin Röhl,Everton,MF,23,682,0.13,0.0,1.45,0.13,0.658,0.526,1.711,2.632,0.921,0.263,16000000.0,Germany,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/608832-1726649794.jpg?lm=1,BX,RM,CM,merlin rohl,2029-06-30,608832.0,2026-07-09T08:40:04,2026-07-01,NEW,0.077,0.077,0.05,0.831,1.523,0.194,1,0,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,6.53,77.51,50.0,60.0,27.27,48.0,39.47,41.67,40.98,0.7780979827089337,0.0,1.1671469740634006,0.5187319884726225,0.2593659942363112,0.5187319884726225,3.631123919308357,1.9452449567723344,1.5561959654178674,4.538904899135447,0.0,0.3890489913544668,0.3890489913544668,5.187319884726224,0.0,2.0,0.0,0.0,0.0,0.0,16.0,694.0
Michael Keane,Everton,DF,32,2591,0.1,0.03,0.94,0.24,0.035,1.285,0.833,0.556,0.208,0.0,3000000.0,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/118534-1687967021.jpg?lm=1,CB,,CB,michael keane,2027-06-30,118534.0,2026-07-09T08:40:04,2017-07-03,,0.124,0.124,0.005,0.07,0.905,0.186,3,1,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,6.89,85.48,47.66,0.0,54.55,63.89,63.64,57.14,61.54,0.0687285223367697,0.0,6.975945017182131,0.274914089347079,0.9278350515463916,1.2714776632302405,3.0240549828178693,3.848797250859106,0.7903780068728522,1.649484536082474,0.0,0.0343642611683848,0.2061855670103092,2.783505154639175,0.0,7.0,0.0,0.0,0.0,0.0,33.0,2619.0
Nathan Patterson,Everton,DF,23,241,0.0,0.0,0.37,0.37,2.222,0.741,1.481,0.741,0.741,0.37,10000000.0,Scotland,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/424015-1736161412.jpg?lm=1,RB,RM,RB,nathan patterson,2027-06-30,424015.0,2026-07-09T08:40:04,2022-01-04,,0.064,0.064,0.0,0.0,0.373,0.276,0,0,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,6.88,76.19,30.77,0.0,20.0,40.0,77.78,54.17,60.61,0.0,0.0,5.75187969924812,0.0,0.6766917293233082,0.6766917293233082,4.7368421052631575,2.3684210526315788,1.3533834586466165,4.398496240601504,0.0,0.3383458646616541,0.3383458646616541,4.398496240601504,0.0,1.0,0.0,0.0,0.0,0.0,7.0,266.0
Séamus Coleman,Everton,DF,36,21,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,200000.0,Ireland,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/68390-1774469102.jpg?lm=1,RB,,RB,seamus coleman,2026-06-30,68390.0,2026-06-19T14:17:50,2009-01-01,,0.0,0.0,0.262,6.923,0.0,0.262,0,0,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,6.53,100.0,100.0,66.67,0.0,0.0,100.0,50.0,66.67,2.3076923076923075,0.0,4.615384615384615,0.0,0.0,0.0,4.615384615384615,2.3076923076923075,0.0,2.3076923076923075,2.3076923076923075,0.0,0.0,11.538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0
Thierno Barry,Everton,FW,22,1914,0.38,0.0,1.79,0.66,0.188,0.235,0.188,2.16,0.376,0.61,30000000.0,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/937941-1743672693.jpg?lm=1,ST,AM,ST,thierno barry,2029-06-30,937941.0,2026-07-09T08:40:04,2025-07-09,,0.429,0.429,0.047,0.562,1.78,0.48,8,0,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,6.53,60.5,33.33,25.0,30.0,66.67,45.77,19.83,38.25,0.5590062111801243,0.093167701863354,1.1645962732919255,0.3260869565217391,0.1863354037267081,0.2329192546583851,1.6304347826086958,6.055900621118013,0.1863354037267081,1.0714285714285716,0.0,0.4192546583850932,0.4192546583850932,4.192546583850932,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1932.0
Tim Iroegbunam,Everton,MF,22,1487,0.0,0.12,0.73,0.06,0.182,1.333,2.667,1.758,1.212,0.0,18000000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/696589-1650877564.jpg?lm=1,DM,,DM,tim iroegbunam,2027-06-30,696589.0,2026-07-09T08:40:04,2024-07-01,,0.031,0.031,0.111,0.481,0.722,0.266,0,2,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,6.75,81.43,52.94,0.0,37.5,66.18,57.89,53.93,54.59,0.4784053156146179,0.1794019933554817,0.5382059800664452,0.2392026578073089,0.717607973421927,1.3156146179401993,4.664451827242525,1.3156146179401993,2.691029900332226,6.159468438538206,0.1794019933554817,0.2392026578073089,0.8970099667774086,6.458471760797343,0.0,3.0,0.0,0.0,0.0,0.0,29.0,1505.0
Tyler Dibling,Everton,MF,19,358,0.0,0.0,1.01,0.0,1.75,1.5,0.75,2.75,2.75,0.0,17000000.0,England,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/866655-1724485194.jpg?lm=1,RW,,RW,tyler dibling,2029-06-30,866655.0,2026-07-09T08:40:04,2025-08-25,,0.037,0.037,0.057,1.068,1.068,0.231,0,0,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,6.56,86.27,75.0,14.29,48.15,42.86,28.57,43.06,41.77,0.9703504043126686,0.0,0.9703504043126686,0.7277628032345014,0.2425876010781671,1.4555256064690028,5.336927223719677,0.4851752021563343,0.7277628032345014,7.520215633423182,0.0,0.4851752021563343,3.1536388140161726,7.035040431266848,0.0,1.0,0.0,0.0,0.0,0.0,14.0,371.0
Tyrique George,Everton,MF,19,218,0.0,0.0,2.89,1.24,4.167,0.833,1.25,1.25,0.417,0.833,20000000.0,England,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/936874-1731016609.jpg?lm=1,FW,,ST,tyrique george,2030-06-30,936874.0,2026-07-09T08:40:04,2026-07-06,NEW,0.0,0.0,0.0,0.0,2.89,0.0,0,0,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,6.59,80.18,20.0,45.45,50.0,71.43,33.33,38.1,37.78,0.7297297297297298,0.7297297297297298,0.0,0.2432432432432432,0.0,0.4864864864864865,3.4054054054054057,0.2432432432432432,1.2162162162162162,3.891891891891892,0.2432432432432432,1.2162162162162162,1.7027027027027029,10.216216216216218,0.0,0.0,0.0,0.0,0.0,0.0,15.0,370.0
Vitaliy Mykolenko,Everton,DF,26,2958,0.0,0.03,0.27,0.06,2.827,0.821,0.76,0.881,0.851,0.0,25000000.0,Ukraine,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/404842-1708012303.jpg?lm=1,LB,,LB,vitaliy mykolenko,2029-06-30,404842.0,2026-07-09T08:40:04,2022-01-01,,0.0,0.0,0.03,0.09,0.27,0.0,0,1,,,50,1.3157894736842106,0.5208333333333333,47,1.236842105263158,0.4000000000000001,6.69,79.8,32.52,21.51,33.33,54.9,56.82,50.57,52.65,0.6993243243243243,0.0304054054054054,4.408783783783784,0.0912162162162162,0.2736486486486487,0.9121621621621624,3.2533783783783785,1.5202702702702704,0.8513513513513514,2.706081081081081,0.0304054054054054,0.304054054054054,0.304054054054054,9.364864864864863,0.0,9.0,0.0,0.0,0.0,0.0,33.0,2960.0
Adama Traoré,Fulham,MF,29,274,0.0,0.0,1.64,0.33,5.0,0.0,0.333,2.0,2.667,1.0,6000000.0,Spain,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/204103-1736153427.jpg?lm=1,RW,,RW,adama traore,,,,,,0.19,0.19,0.114,0.828,1.933,0.489,0,0,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Iwobi,Fulham,MF,29,2419,0.15,0.11,1.45,0.56,3.271,0.558,0.669,0.297,0.372,0.037,20000000.0,Nigeria,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/242631-1679652866.jpg?lm=1,WF,AM,AM,alex iwobi,2028-06-30,242631.0,2026-07-09T08:40:07,2023-09-01,,0.087,0.087,0.132,1.529,1.419,0.379,4,3,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,7.07,85.13,63.48,34.41,42.22,70.37,46.67,45.08,45.26,1.6269515201314708,0.1479046836483155,0.6655710764174199,0.5546425636811833,0.1109285127362366,0.5176663927691043,4.695973705834018,0.2588331963845521,0.7025472473294988,2.0336894001643384,0.0369761709120788,0.3697617091207888,0.7025472473294988,13.90304026294166,0.0,2.0,0.0,0.0,0.0,0.0,29.0,2434.0
Antonee Robinson,Fulham,"DF,MF",27,1492,0.0,0.0,0.36,0.06,4.639,1.687,1.867,0.904,0.542,0.12,22000000.0,United States,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/349701-1703926612.jpg?lm=1,LB,,LB,antonee robinson,2028-06-30,349701.0,2026-07-09T08:40:07,2020-08-20,,0.059,0.013,0.066,1.274,0.364,0.277,1,0,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.85,80.0,43.42,18.18,57.14,62.5,60.0,56.56,57.24,1.327077747989276,0.0603217158176943,3.3176943699731902,0.2412868632707774,0.1809651474530831,1.749329758713137,5.911528150134048,1.0857908847184985,1.809651474530831,4.162198391420911,0.0603217158176943,0.0603217158176943,0.7238605898123324,10.978552278820374,0.0,4.0,0.0,0.0,0.0,0.0,22.0,1492.0
Bernd Leno,Fulham,GK,33,3420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/72476-1774470314.jpg?lm=1,GK,,GK,bernd leno,2027-06-30,72476.0,2026-07-09T08:40:07,2022-08-02,,0.0,0.0,0.0,0.0,0.0,0.129,0,0,67.1,23.7,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.93,77.33,35.6,0.0,0.0,25.0,95.45,100.0,96.55,0.0,0.0,1.1842105263157894,0.0,0.0,0.0263157894736842,8.368421052631579,0.5526315789473685,0.0263157894736842,0.1842105263157894,0.131578947368421,0.0,0.0,0.6578947368421053,2.5789473684210527,9.0,0.7368421052631579,0.5789473684210527,0.7894736842105263,1.0,38.0,3420.0
Calvin Bassey,Fulham,DF,25,2534,0.04,0.0,0.43,0.04,0.496,0.78,1.135,0.993,1.418,0.035,28000000.0,Nigeria,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/461883-1662989506.jpg?lm=1,LB,CB,LB,calvin bassey,2027-06-30,461883.0,2026-07-09T08:40:07,2023-07-28,,0.042,0.042,0.015,0.357,0.392,0.221,1,0,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.81,87.75,36.36,21.43,50.0,58.06,54.17,64.74,61.63,0.3537735849056604,0.0,3.5023584905660377,0.2122641509433962,0.7429245283018868,0.7783018867924528,4.209905660377359,1.3797169811320755,1.2735849056603774,3.962264150943396,0.1768867924528302,0.070754716981132,0.3537735849056604,5.554245283018868,0.0,7.0,0.0,0.0,0.0,0.0,30.0,2544.0
Emile Smith Rowe,Fulham,MF,25,1923,0.14,0.0,1.68,0.51,0.607,1.028,1.028,0.467,0.794,0.14,20000000.0,England,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/392765-1684164628.jpg?lm=1,,,,emile smith rowe,2029-06-30,392765.0,2026-07-09T08:40:07,2024-08-02,,0.0,0.14,0.0,0.0,1.68,0.0,3,0,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.67,91.09,64.29,7.69,48.28,60.0,35.0,52.0,49.66,0.833762223365929,0.0463201235203293,0.833762223365929,0.5095213587236233,0.0463201235203293,1.0190427174472465,3.2887287699433867,0.3242408646423057,0.9727225939269172,3.01080802882141,0.0926402470406587,0.3242408646423057,0.6484817292846115,13.340195573854864,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1943.0
Harrison Reed,Fulham,MF,30,94,0.96,0.0,1.91,0.96,4.0,0.0,0.0,2.0,1.0,0.0,2000000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/226973-1762354305.jpg?lm=1,BX,,CM,harrison reed,2027-06-30,226973.0,2026-07-09T08:40:07,2020-08-30,,0.099,0.099,0.459,3.418,2.278,0.46,1,0,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.8,93.02,75.0,75.0,0.0,0.0,33.33,16.67,22.22,2.142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,3.571428571428572,0.7142857142857143,0.0,0.7142857142857143,0.0,0.7142857142857143,0.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,7.0,126.0
Harry Wilson,Fulham,MF,28,2673,0.34,0.24,2.63,0.84,3.872,0.539,0.64,0.438,1.246,0.438,25000000.0,Wales,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/279455-1782301614.jpg?lm=1,RW,,RW,harry wilson,2026-06-30,279455.0,2026-06-19T14:17:53,2021-07-24,,0.188,0.188,0.18,1.21,2.552,0.363,10,7,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,7.11,81.21,56.92,27.83,54.55,65.52,20.0,52.83,48.37,1.3043478260869563,0.2675585284280936,1.605351170568562,0.903010033444816,0.1003344481605351,0.5016722408026756,2.74247491638796,0.1672240802675585,0.6354515050167224,2.809364548494984,0.0668896321070234,0.334448160535117,0.6020066889632107,8.862876254180602,0.0,4.0,0.0,0.0,0.0,0.0,36.0,2691.0
Issa Diop,Fulham,DF,28,816,0.11,0.0,0.22,0.11,0.11,0.659,0.22,0.989,0.33,0.0,8000000.0,Morocco,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/272622-1780316727.jpg?lm=1,CB,,CB,issa diop,2027-06-30,272622.0,2026-07-09T08:40:07,2022-08-10,,0.049,0.049,0.0,0.0,0.222,0.172,1,0,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.6,87.65,33.33,0.0,100.0,66.67,60.0,47.62,54.35,0.0,0.0,4.570737605804111,0.0,0.7617896009673519,0.6529625151148731,2.067714631197098,1.6324062877871828,0.4353083434099153,1.0882708585247884,0.1088270858524788,0.1088270858524788,0.1088270858524788,3.047158403869408,0.0,0.0,0.0,0.0,0.0,0.0,13.0,827.0
Joachim Andersen,Fulham,DF,29,2875,0.0,0.03,0.5,0.13,0.47,1.066,0.815,0.94,0.408,0.0,20000000.0,Denmark,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/260827-1668183482.jpg?lm=1,CB,,CB,joachim andersen,2029-06-30,260827.0,2026-07-09T08:40:07,2024-08-23,,0.052,0.052,0.018,0.187,0.5,0.289,0,1,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,7.02,86.07,45.86,26.67,85.71,60.0,71.82,54.87,63.23,0.2184466019417476,0.0936199722607489,7.14632454923717,0.0936199722607489,0.5929264909847434,1.1234396671289877,3.5575589459084607,2.465325936199722,0.8425797503467406,1.9348127600554783,0.0936199722607489,0.0312066574202496,0.1872399445214979,7.083911234396672,0.0,8.0,0.0,0.0,0.0,0.0,33.0,2884.0
Jonah Kusi-Asare,Fulham,FW,18,55,0.0,0.0,0.0,0.0,0.0,0.0,1.667,6.667,3.333,0.0,3000000.0,Sweden,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1069512-1739808814.jpg?lm=1,ST,LW,ST,jonah kusi-asare,2031-06-30,1069512.0,2026-07-09T08:40:07,2026-07-01,NEW,0.0,0.0,0.264,3.214,0.0,0.264,0,0,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.47,68.75,0.0,0.0,0.0,100.0,14.29,33.33,25.0,1.139240506329114,0.0,0.0,0.0,0.0,0.0,4.556962025316456,1.139240506329114,1.139240506329114,3.4177215189873418,0.0,0.0,0.0,6.835443037974684,0.0,0.0,0.0,0.0,0.0,0.0,7.0,79.0
Jorge Cuenca,Fulham,DF,25,938,0.0,0.0,0.1,0.0,0.192,1.442,0.962,0.962,0.096,0.096,8000000.0,Spain,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/494880-1737920132.jpg?lm=1,CB,,CB,jorge cuenca,2028-06-30,494880.0,2026-07-09T08:40:07,2024-08-03,,0.005,0.005,0.049,0.285,0.095,0.219,0,0,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.88,88.34,35.14,50.0,40.0,56.25,53.13,52.78,52.94,0.2797927461139896,0.0932642487046632,6.994818652849742,0.0,0.9326424870466322,1.4922279792746116,3.730569948186529,1.5854922279792747,0.839378238341969,1.7720207253886011,0.0,0.0,0.1865284974093264,4.103626943005182,0.0,2.0,0.0,0.0,0.0,0.0,15.0,965.0
Joshua King,Fulham,MF,18,1308,0.07,0.14,1.79,0.76,0.828,0.207,0.828,0.897,2.069,0.207,25000000.0,England,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/1011131-1752773470.jpg?lm=1,BX,,CM,joshua king,,,,,,0.262,0.262,0.072,1.034,1.792,0.426,1,2,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.61,79.89,37.5,0.0,43.24,51.85,13.64,55.73,49.67,1.0305343511450382,0.0,0.9618320610687024,0.3435114503816794,0.3435114503816794,0.2061068702290076,4.0534351145038165,0.2061068702290076,0.9618320610687024,5.015267175572519,0.0687022900763358,0.3435114503816794,1.099236641221374,7.557251908396947,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1310.0
Kenny Tete,Fulham,DF,29,1791,0.05,0.0,0.8,0.15,1.709,1.307,1.91,1.357,1.558,0.05,8000000.0,Netherlands,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/206746-1746645948.jpg?lm=1,RB,,RB,kenny tete,2028-06-30,206746.0,2026-07-09T08:40:07,2020-09-10,,0.036,0.036,0.047,0.548,0.798,0.197,1,0,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.91,84.42,46.75,38.24,36.36,58.46,60.0,60.12,60.09,0.5493895671476138,0.0499445061043285,3.39622641509434,0.2996670366259711,0.2996670366259711,1.3485016648168702,4.095449500554939,1.3485016648168702,1.897891231964484,5.194228634850166,0.0,0.099889012208657,0.3995560488346282,7.241953385127636,0.0,5.0,0.0,0.0,0.0,0.0,22.0,1802.0
Kevin,Fulham,MF,22,1041,0.09,0.09,2.16,0.86,3.707,0.776,0.862,1.207,1.466,0.259,25000000.0,Brazil,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/900195-1762354062.jpg?lm=1,FW,,ST,kevin,2030-06-30,900195.0,2026-07-09T08:40:07,2025-09-01,,0.12,0.12,0.111,1.257,2.246,0.433,1,1,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.77,76.4,74.07,27.27,50.0,52.38,36.36,45.3,44.33,1.2150433944069432,0.0867888138862102,0.6943105110896818,0.5207328833172613,0.0,0.781099324975892,4.1658630665380905,0.6943105110896818,0.9546769527483124,7.116682738669239,0.0,0.6075216972034716,3.8187078109932497,10.848601735776278,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1037.0
Oscar Bobb,Fulham,MF,22,571,0.0,0.0,1.26,0.47,1.429,0.952,1.111,0.635,1.27,0.0,28000000.0,Norway,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/661207-1770716679.png?lm=1,FW,,ST,oscar bobb,2031-06-30,661207.0,2026-07-09T08:40:07,2026-01-30,,0.123,0.123,0.174,1.893,1.033,0.496,0,1,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.79,85.79,25.0,28.57,60.0,57.14,46.15,53.72,52.99,1.885714285714286,0.0857142857142857,0.2571428571428572,0.3428571428571428,0.0,0.7714285714285715,3.6,0.5142857142857143,1.0285714285714287,5.571428571428572,0.0857142857142857,0.6857142857142857,2.3142857142857145,14.05714285714286,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1050.0
Raúl Jiménez,Fulham,FW,34,2189,0.21,0.12,3.0,0.74,0.288,0.288,0.823,1.893,1.399,0.823,3000000.0,Mexico,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/206040-1782888297.jpg?lm=1,ST,,ST,raul jimenez,2026-06-30,206040.0,2026-06-19T14:17:53,2023-07-25,,0.488,0.365,0.079,1.016,2.966,0.429,9,3,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.68,63.51,61.54,28.57,37.04,60.0,40.09,44.07,41.9,1.0199456029011786,0.0815956482320942,1.2239347234814142,0.85675430643699,0.1223934723481414,0.3263825929283771,2.243880326382593,3.467815049864007,0.85675430643699,3.182230281051677,0.0407978241160471,0.3671804170444243,0.4079782411604714,4.446962828649139,0.0,2.0,0.0,0.0,0.0,0.0,36.0,2206.0
Rodrigo Muniz,Fulham,FW,24,1000,0.09,0.09,2.88,0.45,0.18,0.18,0.27,1.892,1.622,0.45,20000000.0,Brazil,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/735571-1657802369.jpg?lm=1,ST,,ST,rodrigo muniz,2030-06-30,735571.0,2026-07-09T08:40:07,2021-08-20,,0.409,0.409,0.086,0.719,2.877,0.434,1,1,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.55,42.42,30.0,0.0,41.67,37.5,53.06,41.1,49.09,0.7221664994984955,0.0902708124373119,2.1664994984954866,0.9929789368104314,0.2708124373119358,0.1805416248746238,1.3540621865596791,7.041123370110332,0.2708124373119358,2.7081243731193583,0.0,0.4513540621865597,0.4513540621865597,2.3470411233701105,0.0,0.0,0.0,0.0,0.0,0.0,21.0,997.0
Ryan Sessegnon,Fulham,"DF,MF",25,1823,0.15,0.05,0.79,0.2,2.709,1.133,1.429,1.626,0.148,0.197,22000000.0,England,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/392775-1722077271.jpg?lm=1,LB,LM,LB,ryan sessegnon,2027-06-30,392775.0,2026-07-09T08:40:07,2024-07-26,,0.101,0.101,0.11,0.689,0.787,0.406,3,1,,,51,1.3421052631578947,0.5,47,1.236842105263158,0.4000000000000001,6.57,76.44,36.21,10.71,36.0,60.42,42.22,44.12,43.65,0.6915477497255763,0.1481888035126235,3.161361141602635,0.296377607025247,0.3951701427003293,1.234906695938529,3.6553238199780473,0.938529088913282,1.432491767288694,2.96377607025247,0.0493962678375411,0.1481888035126235,0.4445664105378705,6.866081229418222,0.0,3.0,0.0,0.0,0.0,0.0,27.0,1822.0
