source,title_en,title_ko,tier,link,published
Guardian,Record-breaker Layla Drury signs first professional deal with Manchester United,기록을 깨는 레일라 드루리(Layla Drury)가 맨체스터 유나이티드와 첫 프로 계약을 체결했습니다.,agreed,https://www.theguardian.com/football/2026/jul/02/record-breaker-layla-drury-signs-first-professional-deal-with-manchester-united,2026-07-02 09:40
BBC,Spurs target West Ham's Summerville,토트넘은 웨스트햄의 서머빌을 노린다,rumor,https://www.bbc.co.uk/sport/football/articles/cx2krd2yzwxo?at_medium=RSS&at_campaign=rss,2026-07-02 08:59
Guardian,Tottenham agree £100m deal to buy Sandro Tonali from Newcastle,토트넘은 뉴캐슬로부터 산드로 토날리를 영입하기 위해 £100m 계약에 합의했습니다.,agreed,https://www.theguardian.com/football/2026/jul/01/tottenham-sandro-tonali-agree-100m-deal-newcastle,2026-07-01 19:26
Guardian,Liverpool complete £60m Jacquet deal as Chelsea tie up £47m Palestra move,리버풀은 첼시가 팔레스트라 이적을 £47m로 묶으면서 £60m의 자케 거래를 완료했습니다.,agreed,https://www.theguardian.com/football/2026/jul/01/liverpool-sign-jeremy-jacquet-rennes,2026-07-01 15:56
BBC,PSG set Barcola price,"PSG, 바르콜라 가격 책정",rumor,https://www.bbc.co.uk/sport/football/articles/cze90p2x09wo?at_medium=RSS&at_campaign=rss,2026-07-01 09:28
Guardian,Tottenham win race to sign West Ham’s Mateus Fernandes for club record £85m,토트넘이 웨스트햄의 마테우스 페르난데스를 구단 기록 £85m에 영입하기 위한 경쟁에서 승리했습니다.,agreed,https://www.theguardian.com/football/2026/jun/30/tottenham-west-ham-mateus-fernandes-club-record-85m-manchester-united-transfers,2026-06-30 17:51
Guardian,Everton close in on deals for Tyrique George and Hayden Hackney,에버턴은 티리크 조지와 헤이든 해크니의 계약을 성사시켰습니다.,rumor,https://www.theguardian.com/football/2026/jun/30/everton-chelsea-tyrique-george-hayden-hackney-middlesbrough-transfers,2026-06-30 16:05
BBC,Kane will sign new Bayern deal,케인은 바이에른과 새로운 계약을 맺을 것이다,agreed,https://www.bbc.co.uk/sport/football/articles/cdjknmk894eo?at_medium=RSS&at_campaign=rss,2026-06-30 10:23
BBC,Diomande picks PSG over Liverpool,"디오망드, 리버풀 대신 PSG 선택",rumor,https://www.bbc.co.uk/sport/football/articles/cqx1yjnxng2o?at_medium=RSS&at_campaign=rss,2026-06-28 20:49
BBC,Como bid for Chelsea's Chalobah,첼시의 찰로바 입찰 방법,rumor,https://www.bbc.co.uk/sport/football/articles/cp364e4n1y5o?at_medium=RSS&at_campaign=rss,2026-06-27 20:45
Guardian,Chelsea interested in Granit Xhaka to reunite midfielder with Xabi Alonso,첼시는 사비 알론소와 ​​미드필더를 재결합시키기 위해 그라니트 자카에 관심을 갖고 있습니다.,rumor,https://www.theguardian.com/football/2026/jun/27/chelsea-granit-xhaka-xabi-alonso-sunderland-trevoh-chalobah-como,2026-06-27 20:28
BBC,Chelsea close in on Lacroix,"첼시, 라크로아에 근접",rumor,https://www.bbc.co.uk/sport/football/articles/c6210jyj0n6o?at_medium=RSS&at_campaign=rss,2026-06-26 21:25
BBC,Arsenal keen on Guimaraes move,기마랑스의 이적을 노리는 아스날,rumor,https://www.bbc.co.uk/sport/football/articles/c1wyl3rp1x0o?at_medium=RSS&at_campaign=rss,2026-06-26 09:09
Guardian,Manchester City agree £116m fee with Nottingham Forest for Elliot Anderson,맨체스터 시티는 노팅엄 포레스트와 엘리엇 앤더슨의 이적료 £116m에 합의했습니다.,agreed,https://www.theguardian.com/football/2026/jun/25/manchester-city-agree-british-record-130m-fee-with-nottingham-forest-for-elliot-anderson,2026-06-25 21:33
BBC,Scotland keeper Gunn on Man Utd radar,맨유 레이더에 포착된 스코틀랜드 골키퍼 건,rumor,https://www.bbc.co.uk/sport/football/articles/c9v273npglmo?at_medium=RSS&at_campaign=rss,2026-06-24 21:45
Guardian,Five breakout World Cup stars who could prosper in the Premier League | David Pleat,프리미어리그에서 성공할 수 있는 월드컵 스타 5인 | 데이비드 플리트,rumor,https://www.theguardian.com/football/2026/jun/24/five-breakout-world-cup-stars-who-could-prosper-in-the-premier-league,2026-06-24 09:00
BBC,Man Utd & Arsenal track Scott - Wednesday gossip,맨유와 아스널이 스콧을 추적하다 - 수요일 가십,rumor,https://www.bbc.co.uk/sport/football/articles/cn945x0w4jno?at_medium=RSS&at_campaign=rss,2026-06-23 20:55
Guardian,"Transfer latest: Spurs push for Fernandes and Tonali, Chelsea like Palestra","최근 이적: 스퍼스는 페르난데스와 토날리, 팔레스트라 같은 첼시를 원한다",rumor,https://www.theguardian.com/football/2026/jun/23/transfer-latest-spurs-mateus-fernandes-sandro-tonali-chelsea-marco-palestra,2026-06-23 19:17
BBC,Rogers keen on Arsenal move,아스날 이적을 원하는 로저스,rumor,https://www.bbc.co.uk/sport/football/articles/ckg84mz08d8o?at_medium=RSS&at_campaign=rss,2026-06-23 09:57
Guardian,Julián Alvarez sparks transfer frenzy by telling Atlético Madrid he wants to leave,훌리안 알바레즈는 아틀레티코 마드리드에 떠나고 싶다고 말하며 이적 열풍을 일으켰다.,rumor,https://www.theguardian.com/football/2026/jun/23/julian-alvarez-sparks-transfer-frenzy-by-telling-atletico-madrid-he-wants-to-leave,2026-06-22 23:06
Guardian,Arsenal make Villa’s Morgan Rogers their No 1 target in transfer window,아스날은 빌라의 모건 로저스를 이적 시장의 1순위 타겟으로 삼았습니다.,rumor,https://www.theguardian.com/football/2026/jun/22/arsenal-make-morgan-rogers-top-target-in-transfer-window,2026-06-22 21:20
BBC,Rashford might still join Barca,래쉬포드는 여전히 바르샤에 합류할 수도 있다,agreed,https://www.bbc.co.uk/sport/football/articles/cddlz15pqyqo?at_medium=RSS&at_campaign=rss,2026-06-22 10:25
BBC,Man Utd and Liverpool eye Nmecha,맨유와 리버풀이 결승전을 노린다,rumor,https://www.bbc.co.uk/sport/football/articles/c9924mxedgno?at_medium=RSS&at_campaign=rss,2026-06-20 21:29
BBC,Spurs to enter Wharton chase,"토트넘, 와튼 추격전 합류",rumor,https://www.bbc.co.uk/sport/football/articles/cvgl9y9jdlwo?at_medium=RSS&at_campaign=rss,2026-06-20 05:59
BBC,Arsenal's first bid for Monga rejected,몽가에 대한 아스날의 첫 번째 제안은 거절됐다.,rumor,https://www.bbc.co.uk/sport/football/articles/c3ey5155309o?at_medium=RSS&at_campaign=rss,2026-06-19 09:26
Guardian,‘When Real come for you it’s very difficult to say no’: Cucurella explains Chelsea exit,'레알이 당신을 찾아오면 거절하기가 매우 어렵습니다': 쿠쿠렐라가 첼시의 퇴장을 설명합니다,rumor,https://www.theguardian.com/football/2026/jun/19/when-real-come-for-you-its-very-difficult-to-say-no-cucurella-explains-chelsea-exit,2026-06-18 23:01
Guardian,Tottenham complete £52m Van Hecke signing as De Zerbi focuses on defence,De Zerbi가 수비에 집중하면서 Tottenham은 £52m Van Hecke 계약을 완료했습니다.,agreed,https://www.theguardian.com/football/2026/jun/18/tottenham-52m-van-hecke-de-zerbi-defence,2026-06-18 21:09
Guardian,Liverpool sign Víctor Muñoz for £34.5m in first arrival of Andoni Iraola era,리버풀은 안도니 이라올라 시대의 첫 도착으로 빅토르 무뇨스를 £34.5m에 영입했습니다.,agreed,https://www.theguardian.com/football/2026/jun/18/victor-munoz-liverpool-newcastle-andoni-iraola-transfer-news,2026-06-18 18:04
Guardian,OL Lyonnes and Scotland’s Caroline Weir: ‘I would love to be competing for the Champions League’,OL 리온과 스코틀랜드의 캐롤라인 위어: '챔피언스리그에 출전하고 싶습니다',rumor,https://www.theguardian.com/football/2026/jun/18/caroline-weir-ol-lyonnes-scotland-interview,2026-06-18 10:03
BBC,Man Utd & Spurs move for Summerville,맨유와 토트넘이 서머빌로 이적,rumor,https://www.bbc.co.uk/sport/football/articles/cwyknx34n7ko?at_medium=RSS&at_campaign=rss,2026-06-18 09:48
