player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal,tm_photo
Gaoussou Diarra,Feyenoord,"MF,FW",22.0,207,0.0,0.0,3.04,1.3,0.87,0.435,1.304,0.87,0.87,0.0,,gaoussou diarra,2029-06-30,1233996,2026-07-07T15:11:23,2025-07-04,,https://img.a.transfermarkt.technology/portrait/medium/1233996-1743598391.jpeg?lm=1
Gernot Trauner,Feyenoord,DF,33.0,279,0.0,0.0,0.65,0.32,0.0,1.613,0.968,1.935,0.968,0.0,,gernot trauner,,,,,,
Gijs Smal,Feyenoord,DF,27.0,874,0.0,0.21,1.13,0.21,3.196,1.34,1.546,0.309,1.134,0.0,,gijs smal,2028-06-30,374212,2026-07-07T15:11:23,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/374212-1709757617.jpg?lm=1
Givairo Read,Feyenoord,DF,19.0,936,0.1,0.29,1.44,0.29,2.885,1.154,0.962,0.673,1.346,0.0,,givairo read,2029-06-30,997903,2026-07-07T15:11:23,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/997903-1765214396.jpg?lm=1
Gonçalo Borges,Feyenoord,"MF,FW",24.0,455,0.4,0.2,2.77,0.79,4.902,0.392,0.98,0.98,0.98,0.784,,goncalo borges,2029-06-30,479649,2026-07-07T15:11:23,2025-07-20,,https://img.a.transfermarkt.technology/portrait/medium/479649-1753095302.jpg?lm=1
Hwang In-beom,Feyenoord,MF,28.0,981,0.09,0.28,1.47,0.46,3.761,0.917,0.917,1.009,1.009,0.092,,hwang in-beom,,,,,,
Illai Grootfaam,Feyenoord,MF,15.0,8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,illai grootfaam,,,,,,
Jaden Slory,Feyenoord,FW,20.0,183,0.0,0.0,1.48,0.0,4.5,1.5,1.5,2.0,1.0,0.0,,jaden slory,2029-06-30,727480,2026-07-07T15:11:23,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/727480-1747044431.jpg?lm=1
Jakub Moder,Feyenoord,"MF,FW",26.0,803,0.0,0.11,2.35,0.78,1.124,1.011,1.011,1.348,1.124,0.0,,jakub moder,2028-06-30,384461,2026-07-07T15:11:23,2025-01-20,,https://img.a.transfermarkt.technology/portrait/medium/384461-1716985274.jpg?lm=1
Jan Plug,Feyenoord,DF,20.0,120,0.0,0.0,0.0,0.0,1.538,3.077,2.308,2.308,0.0,0.0,,jan plug,2028-06-30,745625,2026-07-07T15:11:23,2025-09-15,,https://img.a.transfermarkt.technology/portrait/medium/745625-1722435107.jpg?lm=1
Jerry St. Juste,Feyenoord,DF,28.0,152,0.0,0.0,0.0,0.0,0.0,2.353,0.588,0.588,0.588,0.0,,jerry st. juste,,,,,,
Jivayno Zinhagel,Feyenoord,FW,16.0,14,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,jivayno zinhagel,,,,,,
Jordan Lotomba,Feyenoord,DF,26.0,927,0.0,0.1,0.39,0.19,0.971,0.971,0.874,0.777,0.68,0.0,,jordan lotomba,2027-06-30,313094,2026-07-07T15:11:23,2024-09-02,,https://img.a.transfermarkt.technology/portrait/medium/313094-1729850115.jpg?lm=1
Jordy Bos,Feyenoord,"DF,MF",22.0,2056,0.18,0.31,1.62,0.61,3.421,1.053,2.061,0.921,0.702,0.088,,jordy bos,,,,,,
Leo Sauer,Feyenoord,"MF,FW",19.0,1413,0.19,0.13,2.1,0.89,1.847,0.318,0.51,0.955,1.274,0.573,,leo sauer,2028-06-30,710886,2026-07-07T15:11:23,2023-09-01,,https://img.a.transfermarkt.technology/portrait/medium/710886-1745227322.jpg?lm=1
Luciano Valente,Feyenoord,MF,21.0,2543,0.07,0.25,1.45,0.5,1.873,1.131,0.742,0.883,0.919,0.106,,luciano valente,2030-06-30,601495,2026-07-07T15:11:23,2025-07-02,,https://img.a.transfermarkt.technology/portrait/medium/601495-1723456692.jpg?lm=1
Malcolm Jeng,Feyenoord,DF,20.0,45,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,malcolm jeng,,,,,,
Mats Deijl,Feyenoord,DF,28.0,1146,0.0,0.16,0.31,0.31,0.63,0.551,1.024,1.339,1.89,0.079,,mats deijl,2028-06-30,369554,2026-07-07T15:11:23,2026-01-24,,https://img.a.transfermarkt.technology/portrait/medium/369554-1763726059.jpg?lm=1
Oussama Targhalline,Feyenoord,MF,23.0,1905,0.09,0.19,0.43,0.14,0.142,1.981,1.934,1.226,1.321,0.0,,oussama targhalline,2028-06-30,667965,2026-07-07T15:11:23,2025-02-04,,https://img.a.transfermarkt.technology/portrait/medium/667965-1741951121.jpg?lm=1
Quinten Timber,Feyenoord,MF,24.0,1317,0.07,0.27,1.57,0.55,0.137,1.233,1.096,1.027,1.027,0.137,,quinten timber,,,,,,
Raheem Sterling,Feyenoord,"FW,MF",30.0,419,0.0,0.21,1.72,0.64,1.489,0.213,0.426,2.128,3.191,0.426,,raheem sterling,,,,,,
Sem Steijn,Feyenoord,MF,23.0,1106,0.49,0.16,3.09,1.38,3.415,0.081,0.488,0.65,0.407,0.081,,sem steijn,2029-06-30,593519,2026-07-07T15:11:23,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/593519-1745075136.jpg?lm=1
Shaqueel Van Persie,Feyenoord,FW,18.0,39,4.62,0.0,4.62,4.62,0.0,0.0,2.5,0.0,0.0,0.0,,shaqueel van persie,2028-06-30,517811,2026-07-07T15:11:23,2028-06-30,NEW,https://img.a.transfermarkt.technology/portrait/medium/517811-1763048855.jpg?lm=1
Steven Benda,Feyenoord,GK,26.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,steven benda,,,,,,
Thijs Kraaijeveld,Feyenoord,"MF,DF",18.0,745,0.0,0.0,0.72,0.0,0.12,1.205,1.325,0.843,0.482,0.0,,thijs kraaijeveld,2028-06-30,987370,2026-07-07T15:11:23,2026-02-02,,https://img.a.transfermarkt.technology/portrait/medium/987370-1752337075.jpg?lm=1
Timon Wellenreuther,Feyenoord,GK,29.0,2970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,timon wellenreuther,2027-06-30,196829,2026-07-07T15:11:23,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/196829-1765213835.jpg?lm=1
Tobias Elshout Van Den,Feyenoord,"MF,FW",18.0,366,0.0,0.25,2.46,0.49,1.22,0.488,1.22,1.22,1.707,0.0,,tobias elshout van den,,,,,,
Tsuyoshi Watanabe,Feyenoord,DF,28.0,2634,0.07,0.0,0.79,0.34,0.137,0.99,0.751,0.751,0.512,0.0,,tsuyoshi watanabe,2029-06-30,598791,2026-07-07T15:11:23,2025-07-23,,https://img.a.transfermarkt.technology/portrait/medium/598791-1705504081.jpg?lm=1
Alen Halilović,Fortuna Sittard,MF,29.0,35,0.0,2.57,2.57,0.0,12.5,2.5,2.5,2.5,10.0,0.0,,alen halilovic,,,,,,
Amin Laoukili,Fortuna Sittard,MF,20.0,3,0.0,0.0,30.0,30.0,,,,,,,,amin laoukili,,,,,,
Daan Bisschops,Fortuna Sittard,DF,20.0,89,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,,daan bisschops,,,,,,
Dimitris Limnios,Fortuna Sittard,"MF,FW",27.0,2166,0.08,0.25,1.04,0.46,3.32,0.373,0.747,0.664,1.411,0.373,,dimitris limnios,,,,,,
Edouard Michut,Fortuna Sittard,MF,22.0,1591,0.0,0.0,0.96,0.11,0.678,1.921,1.638,1.977,2.655,0.0,,edouard michut,2027-06-30,659521,2026-07-07T15:11:55,2024-11-05,,https://img.a.transfermarkt.technology/portrait/medium/659521-1764158833.png?lm=1
Gani Büyükhan,Fortuna Sittard,MF,15.0,1,0.0,0.0,0.0,0.0,,,,,,,,gani buyukhan,,,,,,
Hasip Korkmazyürek,Fortuna Sittard,MF,22.0,1,0.0,0.0,0.0,0.0,,,,,,,,hasip korkmazyurek,,,,,,
Houboulang Mendes,Fortuna Sittard,DF,27.0,91,0.0,0.0,0.99,0.0,6.0,0.0,2.0,2.0,1.0,1.0,,houboulang mendes,,,,,,
Ivo Pinto,Fortuna Sittard,DF,35.0,2037,0.0,0.22,0.18,0.0,2.788,0.664,1.504,0.796,0.708,0.044,,ivo pinto,2027-06-30,82281,2026-07-07T15:11:55,2022-07-01,,https://img.a.transfermarkt.technology/portrait/medium/82281-1764159221.png?lm=1
Iván Márquez,Fortuna Sittard,DF,31.0,2501,0.04,0.0,0.47,0.11,0.0,1.007,0.899,1.151,0.432,0.036,,ivan marquez,2028-06-30,296227,2026-07-07T15:11:55,2025-08-01,,https://img.a.transfermarkt.technology/portrait/medium/296227-1764158947.png?lm=1
Jasper Dahlhaus,Fortuna Sittard,DF,23.0,2115,0.0,0.04,0.55,0.13,1.915,2.0,0.894,1.149,0.596,0.0,,jasper dahlhaus,2028-06-30,576682,2026-07-07T15:11:55,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/576682-1764159274.png?lm=1
Justin Hubner,Fortuna Sittard,"DF,MF",21.0,1495,0.12,0.06,0.72,0.24,0.482,1.627,1.084,1.446,0.602,0.06,,justin hubner,2028-06-30,678641,2026-07-07T15:11:55,2025-07-29,,https://img.a.transfermarkt.technology/portrait/medium/678641-1764159388.png?lm=1
Justin Lonwijk,Fortuna Sittard,MF,25.0,900,0.4,0.0,1.5,0.5,0.7,1.1,1.7,1.6,1.4,0.4,,justin lonwijk,,,,,,
Kaj Sierhuis,Fortuna Sittard,FW,27.0,1986,0.54,0.05,3.58,1.4,0.362,0.226,0.362,1.267,1.176,0.633,,kaj sierhuis,,,,,,
Kristoffer Peterson,Fortuna Sittard,"MF,FW",30.0,1689,0.16,0.11,2.61,0.8,5.691,0.319,0.372,0.851,1.702,0.16,,kristoffer peterson,2028-06-30,186704,2026-07-07T15:11:55,2024-01-09,,https://img.a.transfermarkt.technology/portrait/medium/186704-1764159537.png?lm=1
Lance Duijvestijn,Fortuna Sittard,MF,26.0,1249,0.22,0.14,1.87,0.72,1.295,0.863,1.223,0.935,0.719,0.144,,lance duijvestijn,,,,,,
Luka Tunjić,Fortuna Sittard,MF,19.0,391,0.46,0.0,2.07,0.46,4.651,0.233,2.093,0.465,2.558,0.0,,luka tunjic,,,,,,
Luuk Koopmans,Fortuna Sittard,GK,31.0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,luuk koopmans,2027-06-30,235108,2026-07-07T15:11:55,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/235108-1764159705.png?lm=1
Makan Aiko,Fortuna Sittard,FW,24.0,460,0.39,0.39,2.35,0.59,4.51,0.588,0.784,1.373,1.961,0.392,,makan aiko,,,,,,
Marko Kerkez,Fortuna Sittard,DF,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,marko kerkez,,,,,,
Mattijs Branderhorst,Fortuna Sittard,GK,31.0,2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,mattijs branderhorst,2029-06-30,205128,2026-07-07T15:11:55,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/205128-1764159917.png?lm=1
Mohammed Ihattaren,Fortuna Sittard,"MF,FW",23.0,1930,0.14,0.47,3.22,1.59,5.794,0.514,0.374,0.467,0.981,0.187,,mohammed ihattaren,,,,,,
Moussa Gbemou,Fortuna Sittard,MF,17.0,34,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,,moussa gbemou,2026-07-03,1161423,2026-07-07T15:11:55,2026-07-03,NEW,https://img.a.transfermarkt.technology/portrait/medium/1161423-1764160067.png?lm=1
Neraysho Kasanwirjo,Fortuna Sittard,"DF,MF",23.0,1320,0.0,0.14,0.48,0.07,0.68,1.497,0.816,0.68,1.156,0.0,,neraysho kasanwirjo,,,,,,
Owen Johnson,Fortuna Sittard,FW,19.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,,owen johnson,,,,,,
Paul Gladon,Fortuna Sittard,FW,33.0,988,0.46,0.09,2.82,1.0,0.455,0.0,0.545,3.182,1.273,0.727,,paul gladon,,,,,,
Philip Brittijn,Fortuna Sittard,MF,21.0,2401,0.15,0.04,0.6,0.22,0.225,1.61,1.723,1.61,0.637,0.075,,philip brittijn,2028-06-30,900072,2026-07-07T15:11:55,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/900072-1764160191.png?lm=1
Ryan Fosso,Fortuna Sittard,"MF,DF",23.0,1511,0.0,0.06,0.66,0.06,0.06,1.548,1.31,1.31,1.369,0.0,,ryan fosso,,,,,,
Samuel Bastien,Fortuna Sittard,MF,28.0,45,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,samuel bastien,2027-06-30,289510,2026-07-07T15:11:55,2024-08-08,,https://img.a.transfermarkt.technology/portrait/medium/289510-1764160353.png?lm=1
Shawn Adewoye,Fortuna Sittard,DF,25.0,2018,0.0,0.0,0.22,0.09,0.045,1.562,1.473,1.607,0.893,0.0,,shawn adewoye,,,,,,
Syb Van Ottele,Fortuna Sittard,"DF,MF",23.0,900,0.0,0.0,0.6,0.2,0.2,1.0,2.2,1.1,1.1,0.0,,syb van ottele,2027-06-30,485586,2026-07-07T15:11:55,2024-07-13,,https://img.a.transfermarkt.technology/portrait/medium/485586-1764160591.png?lm=1
Tristan Schenkhuizen,Fortuna Sittard,MF,21.0,104,0.0,0.0,0.87,0.0,0.833,1.667,0.833,0.833,3.333,0.0,,tristan schenkhuizen,,,,,,
Yassin Oukili,Fortuna Sittard,MF,24.0,476,0.38,0.0,1.7,0.76,0.189,1.132,1.698,1.887,0.566,0.0,,yassin oukili,2028-06-30,566911,2026-07-07T15:11:55,2026-02-02,,https://img.a.transfermarkt.technology/portrait/medium/566911-1690902984.jpg?lm=1
Alfons Sampsted,Go Ahead Eagles,DF,27.0,871,0.0,0.21,0.21,0.1,1.649,0.825,1.546,0.515,0.515,0.0,,alfons sampsted,2028-06-30,332530,2026-07-07T15:11:52,2026-01-24,,https://img.a.transfermarkt.technology/portrait/medium/332530-1707214689.jpg?lm=1
Aske Adelgaard,Go Ahead Eagles,DF,21.0,1564,0.06,0.06,0.52,0.17,4.138,1.092,1.207,1.379,0.862,0.115,,aske adelgaard,,,,,,
Calvin Twigt,Go Ahead Eagles,MF,22.0,528,0.0,0.0,0.34,0.17,1.525,1.356,1.017,1.525,0.847,0.169,,calvin twigt,2028-06-30,612758,2026-07-07T15:11:52,2024-07-19,,https://img.a.transfermarkt.technology/portrait/medium/612758-1753438824.jpg?lm=1
Dean James,Go Ahead Eagles,DF,25.0,1617,0.06,0.06,0.39,0.22,8.056,1.0,1.278,1.056,0.5,0.056,,dean james,2028-06-30,529223,2026-07-07T15:11:52,2023-07-18,,https://img.a.transfermarkt.technology/portrait/medium/529223-1763723012.jpg?lm=1
Eus Waayers,Go Ahead Eagles,DF,18.0,68,0.0,1.32,1.32,1.32,1.25,0.0,1.25,2.5,1.25,0.0,,eus waayers,2029-06-30,921306,2026-07-07T15:11:52,2026-02-02,,https://img.a.transfermarkt.technology/portrait/medium/921306-1769931763.jpg?lm=1
Evert Linthorst,Go Ahead Eagles,MF,25.0,1485,0.06,0.12,0.48,0.24,0.545,0.909,0.606,0.97,0.242,0.0,,evert linthorst,2028-06-30,361112,2026-07-07T15:11:52,2022-01-30,,https://img.a.transfermarkt.technology/portrait/medium/361112-1763723192.jpg?lm=1
Finn Stokkers,Go Ahead Eagles,FW,29.0,286,0.31,0.0,3.78,0.63,1.562,0.312,0.0,1.562,0.938,0.312,,finn stokkers,,,,,,
Gerrit Nauber,Go Ahead Eagles,DF,33.0,798,0.23,0.0,0.9,0.56,0.225,0.674,0.337,0.787,0.0,0.112,,gerrit nauber,2027-06-30,85904,2026-07-07T15:11:52,2021-07-05,,https://img.a.transfermarkt.technology/portrait/medium/85904-1763723295.jpg?lm=1
Giovanni van Zwam,Go Ahead Eagles,DF,21.0,689,0.0,0.0,0.65,0.13,0.39,0.909,0.649,1.039,0.519,0.0,,giovanni van zwam,2027-06-30,805149,2026-07-07T15:11:52,2025-09-01,,https://img.a.transfermarkt.technology/portrait/medium/805149-1763722823.jpg?lm=1
Jaden Slory,Go Ahead Eagles,"MF,FW",20.0,654,0.0,0.14,1.24,0.28,4.521,0.548,0.548,0.685,2.055,0.137,,jaden slory,,,,,,
Jakob Breum,Go Ahead Eagles,MF,21.0,2033,0.27,0.22,1.46,0.89,4.027,0.398,0.664,0.354,1.062,0.044,,jakob breum,,,,,,
Jari De Busser,Go Ahead Eagles,GK,25.0,3060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,jari de busser,,,,,,
Joris Kramer,Go Ahead Eagles,DF,28.0,3015,0.03,0.09,0.45,0.15,0.806,1.104,0.567,0.687,0.418,0.0,,joris kramer,2028-06-30,326329,2026-07-07T15:11:52,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/326329-1763725740.jpg?lm=1
Julius Dirksen,Go Ahead Eagles,DF,22.0,1158,0.16,0.0,0.39,0.16,0.233,1.085,0.62,0.775,0.543,0.0,,julius dirksen,2029-06-30,566930,2026-07-07T15:11:52,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/566930-1763725779.jpg?lm=1
Kenzo Goudmijn,Go Ahead Eagles,MF,23.0,759,0.0,0.0,1.42,0.36,4.405,0.476,0.595,0.833,1.19,0.0,,kenzo goudmijn,,,,,,
Mathis Suray,Go Ahead Eagles,"MF,FW",24.0,2588,0.38,0.07,2.19,1.08,1.806,0.451,0.729,1.042,0.66,0.417,,mathis suray,2027-06-30,422760,2026-07-07T15:11:52,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/422760-1763726012.jpg?lm=1
Mats Deijl,Go Ahead Eagles,DF,28.0,1665,0.0,0.16,0.7,0.32,1.892,0.649,1.027,0.649,2.0,0.162,,mats deijl,,,,,,
Melle Meulensteen,Go Ahead Eagles,"MF,DF",26.0,2826,0.16,0.03,1.27,0.57,0.573,1.656,0.828,0.478,1.338,0.064,,melle meulensteen,2029-06-30,426280,2026-07-07T15:11:52,2025-08-05,,https://img.a.transfermarkt.technology/portrait/medium/426280-1763722903.jpg?lm=1
Milan Smit,Go Ahead Eagles,FW,22.0,1364,0.4,0.13,1.72,0.86,0.197,0.132,0.263,1.645,1.908,0.329,,milan smit,,,,,,
Ofosu Boakye,Go Ahead Eagles,FW,,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,ofosu boakye,2029-06-30,1184614,2026-07-07T15:11:52,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/1184614-1753438341.jpg?lm=1
Oscar Pettersson,Go Ahead Eagles,MF,25.0,158,0.0,0.57,2.28,1.14,5.0,1.111,0.0,1.111,0.0,0.556,,oscar pettersson,,,,,,
Oskar Siira Sivertsen,Go Ahead Eagles,MF,21.0,344,0.0,0.26,1.83,1.05,7.895,0.263,1.053,1.053,1.579,0.0,,oskar siira sivertsen,,,,,,
Richonell Margaret,Go Ahead Eagles,"MF,FW",24.0,1031,0.09,0.17,1.4,0.35,4.174,0.522,0.783,1.565,1.391,0.261,,richonell margaret,2029-06-30,465326,2026-07-07T15:11:52,2025-07-04,,https://img.a.transfermarkt.technology/portrait/medium/465326-1753438735.jpg?lm=1
Robbin Weijenberg,Go Ahead Eagles,MF,20.0,47,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,robbin weijenberg,2027-06-30,690665,2026-07-07T15:11:52,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/690665-1763726293.jpg?lm=1
Stefán Ingi Sigurðarson,Go Ahead Eagles,FW,24.0,635,0.43,0.0,3.4,1.7,0.141,0.282,0.423,0.282,1.268,0.563,,stefan ingi sigurdarson,2030-06-30,464454,2026-07-07T15:11:52,2026-02-02,,https://img.a.transfermarkt.technology/portrait/medium/464454-1692263411.jpg?lm=1
Søren Tengstedt,Go Ahead Eagles,"MF,FW",25.0,686,0.52,0.0,2.49,0.92,2.105,0.789,0.395,0.395,1.316,0.0,,soren tengstedt,2027-06-30,541601,2026-07-07T15:11:52,2024-01-27,,https://img.a.transfermarkt.technology/portrait/medium/541601-1763726353.jpg?lm=1
Thibo Baeten,Go Ahead Eagles,"MF,FW",23.0,780,0.12,0.23,1.73,0.81,6.437,0.345,0.805,3.333,2.069,0.46,,thibo baeten,2029-06-30,486043,2026-07-07T15:11:52,2023-07-06,,https://img.a.transfermarkt.technology/portrait/medium/486043-1753438574.jpg?lm=1
Victor Edvardsen,Go Ahead Eagles,"FW,MF",29.0,1992,0.18,0.32,1.45,0.59,2.172,0.045,0.498,0.769,0.271,0.271,,victor edvardsen,2028-06-30,265324,2026-07-07T15:11:52,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/265324-1753438791.jpg?lm=1
Yassir Salah Rahmouni,Go Ahead Eagles,MF,19.0,785,0.0,0.0,0.34,0.0,0.575,0.345,1.379,0.92,1.149,0.115,,yassir salah rahmouni,2029-06-30,1088311,2026-07-07T15:11:52,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/1088311-1756044081.jpg?lm=1
Brynjólfur Willumsson,Groningen,FW,24.0,1217,0.44,0.0,3.11,1.41,0.148,0.148,0.37,1.926,1.259,0.37,,brynjolfur willumsson,2027-06-30,464444,2026-07-07T15:11:45,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/464444-1764058843.png?lm=1
David van der Werff,Groningen,MF,20.0,2048,0.13,0.09,2.37,1.05,4.035,0.57,1.096,0.614,0.439,0.044,,david van der werff,2029-06-30,671737,2026-07-07T15:11:45,2024-12-23,,https://img.a.transfermarkt.technology/portrait/medium/671737-1764057477.png?lm=1
Dies Janse,Groningen,DF,19.0,2725,0.07,0.07,0.46,0.17,0.165,1.188,0.627,1.155,1.023,0.0,,dies janse,,,,,,
Etienne Vaessen,Groningen,GK,30.0,2512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,etienne vaessen,2029-06-30,387197,2026-07-07T15:11:45,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/387197-1764056076.png?lm=1
Hidde Jurjus,Groningen,GK,31.0,548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,hidde jurjus,,,,,,
Jismerai Dillema,Groningen,MF,18.0,2,0.0,0.0,0.0,0.0,,,,,,,,jismerai dillema,,,,,,
Jorg Schreuders,Groningen,MF,20.0,2822,0.03,0.06,1.15,0.57,1.497,0.446,1.115,0.86,1.306,0.223,,jorg schreuders,2027-06-30,671735,2026-07-07T15:11:45,2023-01-01,,https://img.a.transfermarkt.technology/portrait/medium/671735-1764057415.png?lm=1
Marco Rente,Groningen,DF,28.0,2264,0.12,0.16,0.8,0.32,2.579,1.151,1.23,0.675,0.437,0.0,,marco rente,2027-06-30,237244,2026-07-07T15:11:45,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/237244-1764056657.png?lm=1
Mark Hoekstra,Groningen,FW,19.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,,mark hoekstra,,,,,,
Marvin Peersman,Groningen,DF,34.0,2815,0.06,0.03,0.67,0.19,1.374,0.927,0.767,1.246,1.31,0.351,,marvin peersman,,,,,,
Mats Seuntjens,Groningen,"FW,MF",33.0,187,0.48,0.0,4.33,1.93,12.381,0.0,0.0,1.905,0.476,0.476,,mats seuntjens,,,,,,
Nils Eggens,Groningen,FW,20.0,18,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,nils eggens,2029-06-30,847498,2026-07-07T15:11:45,2026-07-01,NEW,https://img.a.transfermarkt.technology/portrait/medium/847498-1782917089.jpg?lm=1
Noam Emeran,Groningen,MF,22.0,36,0.0,0.0,2.5,0.0,15.0,2.5,0.0,0.0,2.5,0.0,,noam emeran,2027-06-30,557611,2026-07-07T15:11:45,2023-08-24,,https://img.a.transfermarkt.technology/portrait/medium/557611-1764059010.png?lm=1
Oskar Zawada,Groningen,FW,29.0,313,0.86,0.0,5.75,1.73,0.0,0.0,0.0,2.857,0.571,0.857,,oskar zawada,2028-06-30,232015,2026-07-07T15:11:45,2025-07-11,,https://img.a.transfermarkt.technology/portrait/medium/232015-1764059070.png?lm=1
Rui Mendes,Groningen,MF,25.0,50,0.0,0.0,1.8,1.8,0.0,0.0,1.667,0.0,0.0,0.0,,rui mendes,,,,,,
Ryan Metu,Groningen,FW,16.0,98,0.0,0.0,1.84,0.92,4.545,0.0,1.818,0.909,0.0,0.0,,ryan metu,2029-06-30,1143430,2026-07-07T15:11:45,2026-05-01,RENEW,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Stije Resink,Groningen,MF,22.0,2088,0.09,0.22,2.37,0.52,0.776,0.948,1.595,1.034,1.293,0.0,,stije resink,2028-06-30,793099,2026-07-07T15:11:45,2024-08-30,,https://img.a.transfermarkt.technology/portrait/medium/793099-1764057217.png?lm=1
Thijmen Blokzijl,Groningen,DF,20.0,3046,0.03,0.03,0.33,0.03,0.148,0.888,0.621,0.68,0.385,0.0,,thijmen blokzijl,2027-06-30,719209,2026-07-07T15:11:45,2023-01-01,,https://img.a.transfermarkt.technology/portrait/medium/719209-1764056512.png?lm=1
Thom van Bergen,Groningen,"FW,MF",21.0,2966,0.27,0.12,3.06,1.12,0.455,0.182,0.848,1.545,2.121,0.636,,thom van bergen,2028-06-30,671738,2026-07-07T15:11:45,2023-01-01,,https://img.a.transfermarkt.technology/portrait/medium/671738-1764059301.png?lm=1
Tika de Jonge,Groningen,MF,22.0,2041,0.13,0.04,1.37,0.4,1.498,1.013,0.969,0.793,0.264,0.044,,tika de jonge,2028-06-30,653725,2026-07-07T15:11:45,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/653725-1764057359.png?lm=1
Travis Hearnes,Groningen,MF,19.0,278,0.0,0.0,1.94,0.65,1.935,0.968,0.645,0.645,0.968,0.323,,travis hearnes,,,,,,
Tygo Land,Groningen,MF,19.0,1516,0.18,0.06,0.71,0.3,0.298,0.833,1.19,0.833,0.655,0.0,,tygo land,2027-06-30,816974,2026-07-07T15:11:45,2025-08-28,,https://img.a.transfermarkt.technology/portrait/medium/816974-1764057542.png?lm=1
Tyrique Mercera,Groningen,DF,21.0,865,0.0,0.1,0.31,0.0,1.875,0.833,1.25,1.875,0.625,0.0,,tyrique mercera,2029-06-30,913289,2026-07-07T15:11:45,2025-07-17,,https://img.a.transfermarkt.technology/portrait/medium/913289-1764056790.png?lm=1
Wouter Prins,Groningen,DF,21.0,487,0.0,0.37,0.55,0.0,2.037,0.926,2.778,1.296,0.556,0.0,,wouter prins,2028-06-30,671734,2026-07-07T15:11:45,2023-11-01,,https://img.a.transfermarkt.technology/portrait/medium/671734-1764056438.png?lm=1
Younes Taha El Idrissi,Groningen,"MF,FW",22.0,2678,0.17,0.3,3.23,1.31,7.718,0.336,0.839,1.04,0.638,0.201,,younes taha el idrissi,,,,,,
Amourrichio van Axel Dongen,Heerenveen,FW,20.0,115,0.78,0.0,4.7,1.57,1.538,0.769,0.0,2.308,3.077,0.0,,amourrichio van axel dongen,,,,,,
